aaCenter.exe;Unknown aaCenter.exe Product;Unknown aaCenter.exe Company;;;
aaCenter.exe;Unknown aaCenter.exe Product;Unknown aaCenter.exe Company;;;
aaCenter.exe;Unknown aaCenter.exe Product;Unknown aaCenter.exe Company;;;
aacevt.exe;Adaptec 5400S RAID Controller;Adaptec, Inc.;;;
aaclient.exe;Unknown aaclient.exe Product;Unknown aaclient.exe Company;;;
aaHMSvc.exe;Unknown aaHMSvc.exe Product;Unknown aaHMSvc.exe Company;;;
aaksrv.exe;Spydex, Inc. Advanced Anti Keylogger;Spydex, Inc.;;;
aaLogger.exe;ArchestrA common;Invensys Systems, Inc.;;;
AAM Updates Notifier.exe;AAM Updates Notifier Application;Adobe Systems Incorporated;;;
aas.exe;Application Access Server;M.Klinzmann;;;
aav.exe;Advanced Antivirus;Unknown aav.exe Company;;;
aAvgApi.exe;AVG Security Toolbar;AVG Technologies CZ, s.r.o.;;;
aAvgApi.exe;Unknown aAvgApi.exe Product;Unknown aAvgApi.exe Company;;;
aavshield.exe;Unknown aavshield.exe Product;Unknown aavshield.exe Company;;;
aavus.exe;AAV - Online Update Dienst;Unknown aavus.exe Company;;;
aawservice.exe;Ad-Aware 2007 Service;Lavasoft;;;
aawservice.exe;Unknown aawservice.exe Product;Unknown aawservice.exe Company;;;
aawservice.exe;Ad-Aware Service;Lavasoft;;;
AAWService.exe;Ad-Aware Service Application;Lavasoft Limited;;;
AAWService.exe;Ad-Aware Service Application;Lavasoft;;;
aawservice.exe;Ad-Aware 2007 Service;Lavasoft AB;;;
AAWTray.exe;Ad-Aware Tray Application;Lavasoft;;;
AAWTray.exe;Ad-Aware Tray Application;Lavasoft Limited;;;
AAWTray.exe;AAWTray Application;Unknown AAWTray.exe Company;;;
AAWTray.exe;AAWTray Application;Lavasoft AB;;;
ab.exe;Argentum Backup;Argentum Corporation;;;
AB3079.EXE;Unknown AB3079.EXE Product;Unknown AB3079.EXE Company;;;
AB9489.EXE;Unknown AB9489.EXE Product;Unknown AB9489.EXE Company;;;
AbacastDistributedOnDemand.exe;Abacast Distributed On-Demand;Abacast, Inc.;;;
abamubub.exe;DDC;Unknown abamubub.exe Company;;;
AbbyyNewsReader.exe;FineReader;ABBYY (BIT Software);;;
abc.exe;Unknown abc.exe Product;Unknown abc.exe Company;;;
abc123npaSa.exe;Unknown abc123npaSa.exe Product;Unknown abc123npaSa.exe Company;;;
abc3000def.exe;;;;;
ABCSpellService.exe;Unknown ABCSpellService.exe Product;Unknown ABCSpellService.exe Company;;;
abc-view.exe;Windows;ABC-View;;;
Abel.exe;Abel;oxid.it;;;
Abilon.exe;Abilon;SisyphSoft;;;
ABLMS.exe;Unknown ABLMS.exe Product;Unknown ABLMS.exe Company;;;
ABMTSR.EXE;Unknown ABMTSR.EXE Product;Unknown ABMTSR.EXE Company;;;
ABOARD.EXE;Activboard Application;NEC Computers International;;;
AboutTime.exe;AboutTime Application;Unknown AboutTime.exe Company;;;
ABox.exe;Unknown ABox.exe Product;Unknown ABox.exe Company;;;
ABRTMon.exe;ABRTMon;Clarus, Inc.;;;
absdatasvc.exe;ABSDATASVC Application;Unknown absdatasvc.exe Company;;;
abyssws.exe;Abyss Web Server X1;Aprelium Technologies;;;
ac.sharedstore.exe;Common - Authentication Clients;ActivIdentity;;;
ac3_0010.exe;Unknown ac3_0010.exe Product;Unknown ac3_0010.exe Company;;;
ACAAS.exe;ACA 1.2 for Windows;AhnLab, Inc.;;;
acACfsxN.exe;Unknown acACfsxN.exe Product;Unknown acACfsxN.exe Company;;;
acachsrv.exe;ActivCard Gold;ActivCard;;;
acachsrv.exe;ActivCard ActivClient 5.4;ActivCard Corp.;;;
acachsrv.exe;ActivClient Services;ActivIdentity;;;
acad.exe;AutoCAD;Autodesk, Inc.;;;
acADDoBM.exe;Unknown acADDoBM.exe Product;Unknown acADDoBM.exe Company;;;
acadmpa.exe;Unknown acadmpa.exe Product;Unknown acadmpa.exe Company;;;
ACAEGMgr.exe;ACA 1.0 for Windows;AhnLab, Inc.;;;
ACAEGMgr.exe;ACA 1.2 for Windows;AhnLab, Inc.;;;
ACASP.exe;ACA 1.2 for Windows;AhnLab, Inc.;;;
acautoreg.exe;ActivCard Gold;ActivIdentity;;;
acautoreg.exe;ActivCard Gold;ActivCard S.A.;;;
acautoreg.exe;ActivCard Gold;ActivCard S.A.;;;
acautoup.exe;ActivClient Services;ActivIdentity;;;
acautoup.exe;ActivCard Gold;ActivCard S.A.;;;
ACBTNM~1.EXE;Jetsoft Development Company AcBtnMgr;Jetsoft Development Company;;;
AcBtnMgr_X63.exe;Jetsoft Development Company AcBtnMgr;Jetsoft Development Company;;;
AcBtnMgr_X73.exe;Jetsoft Development Company AcBtnMgr;Jetsoft Development Company;;;
AcBtnMgr_X83.exe;Unknown AcBtnMgr_X83.exe Product;Unknown AcBtnMgr_X83.exe Company;;;
AcBtnMgr_X83.exe;Jetsoft Development Company AcBtnMgr;Jetsoft Development Company;;;
AcBtnMgr_X84-X85.exe;Unknown AcBtnMgr_X84-X85.exe Product;Unknown AcBtnMgr_X84-X85.exe Company;;;
AcBtnMgr_X84-X85.exe;Jetsoft Development Company AcBtnMgr;Jetsoft Development Company;;;
accelerate.exe;Unknown accelerate.exe Product;Webroot Software, Inc.;;;
accelerometerST.exe;Hewlett-Packard Corporation Mobile Data Protection System;Hewlett-Packard Corporation;;;
accelerometerST.exe;Unknown accelerometerST.exe Product;Unknown accelerometerST.exe Company;;;
accelerometerST.exe;Hewlett-Packard Corporation 3D DriveGuard System;Hewlett-Packard Corporation;;;
Accenture Connection.exe;BackWeb Runner Application;BackWeb Technologies Inc.;;;
access-dvd1377.exe;Unknown access-dvd1377.exe Product;Unknown access-dvd1377.exe Company;;;
AccessL.exe;Hotkey Driver;Chicony;;;
AccessManager.exe;Access Manager;Citi-Software Ltd;;;
ACClient.exe;Unknown ACClient.exe Product;Unknown ACClient.exe Company;;;
accoca.exe;ActivCard Gold;ActivCard;;;
accoca.exe;ActivClient Services;ActivIdentity;;;
AccountLogon.exe;AccountLogon;Rhodes Software Pty Ltd;;;
accrdsub.exe;ActivClient;ActivIdentity;;;
accsvc.exe;accsvc Module;AccSys GmbH;;;
AcctMgr.exe;Norton Password Manager;Symantec Corporation;;;
AcctMgr.exe;Unknown AcctMgr.exe Product;Unknown AcctMgr.exe Company;;;
ACCTMGR.EXE;Norton Confidential;Symantec Corporation;;;
Accurate.exe;Unknown Accurate.exe Product;Unknown Accurate.exe Company;;;
accvssvc.exe;AccSys WLAN Service Control;AccSys GmbH;;;
AccWLSvc.exe;AccWLSvc Module;AccSys GmbH;;;
ACDaemon.exe;Unknown ACDaemon.exe Product;Unknown ACDaemon.exe Company;;;
ACDaemon.exe;ArcSoft Connect;ArcSoft;;;
ACDaemon.exe;ArcSoft Connect;ArcSoft Inc.;;;
acdpower.exe;Unknown acdpower.exe Product;Unknown acdpower.exe Company;;;
ACDSEE.exe;Unknown ACDSEE.exe Product;Unknown ACDSEE.exe Company;;;
ACDSee32.exe;ACDSee 32 for Windows 95/NT;ACD Systems, Ltd.;;;
ACDSee6.exe;ACDSee 6.0;ACD Systems Ltd.;;;
ACDSee8.exe;ACDSee 8.0;ACD Systems Ltd.;;;
ACDSee8Pro.exe;ACDSee Pro;ACD Systems Ltd.;;;
ACDSee9.exe;ACDSee 9.0;ACD Systems Ltd.;;;
ACDSeePro2.exe;ACDSee Pro 2 Photo Manager;ACD Systems;;;
ACDSeePro25.exe;ACDSee Pro 2.5 Photo Manager;ACD Systems;;;
AcDwgFilterImp16.exe;Unknown AcDwgFilterImp16.exe Product;Unknown AcDwgFilterImp16.exe Company;;;
AcDwgFilterImp16.exe;AcDwgFilterImp Module;Autodesk;;;
aceagent.exe;Unknown aceagent.exe Product;Unknown aceagent.exe Company;;;
Âçëîìùèê.exe;Âçëîìùèê;"À_ò¸ì ""prYAn1k"" Êî_îò÷åíêî";;;
ACEngSvr.exe;ACEngSvr Module;ASUSTeK;;;
ACEngSvr.exe;Unknown ACEngSvr.exe Product;Unknown ACEngSvr.exe Company;;;
Acer.Empowering.Framework.Launcher.exe;Unknown Acer.Empowering.Framework.Launcher.exe Product;acer Inc.;;;
Acer.Empowering.Framework.Supervisor.exe;Unknown Acer.Empowering.Framework.Supervisor.exe Product;acer Inc.;;;
acer.exe;KeyLog Application;Unknown acer.exe Company;;;
Acerose.exe;Unknown Acerose.exe Product;Dexadine, Inc.;;;
AcerRegTool.exe;AcerRegTool;Acer;;;
AcerVCM.exe;Video Conference Manager;Acer;;;
acevents.exe;ActivClient Services;ActivIdentity;;;
acevtsrv.exe;ActivCard Gold;ActivCard;;;
aceygca.exe;j'endurcisse;broder;;;
AcFnF5.exe;Lenovo ThinkPad Utility;Lenovo;;;
achron.exe;One Guy Coding Automachron;One Guy Coding;;;
Acid MSN Toolz.exe;Project1;Company;;;
acid50.exe;Sony ACID Music;Sony Pictures Digital Inc.;;;
acid60.exe;Sony ACID Pro;Madison Media Software, Inc.;;;
ACLIENT.EXE;Unknown ACLIENT.EXE Product;Unknown ACLIENT.EXE Company;;;
ACLIENT.EXE;Altiris Client Agent for Windows;Altiris, Inc.;;;
AClntUsr.EXE;AClntUsr - AClient Interactive User Service;Unknown AClntUsr.EXE Company;;;
Aclock.exe;Unknown Aclock.exe Product;Unknown Aclock.exe Company;;;
aclt.exe;Unknown aclt.exe Product;Unknown aclt.exe Company;;;
Acmengine.exe;Microsoft® Windows® Operating System;Microsoft Corporation;;;
ACMON.exe;ATK ACMON;ATK;;;
ACMonitor_X63.exe;Unknown ACMonitor_X63.exe Product;Unknown ACMonitor_X63.exe Company;;;
ACMonitor_X73.exe;ACMonitor;Silitek Corp.;;;
ACMonitor_X73.exe;Unknown ACMonitor_X73.exe Product;Unknown ACMonitor_X73.exe Company;;;
ACMonitor_X83.exe;Jetsoft Development Company ACMonitor;Jetsoft Development Company;;;
ACMonitor_X84-X85.exe;Jetsoft Development Company ACMonitor;Jetsoft Development Company;;;
AcMurocHlpr.exe;Unknown AcMurocHlpr.exe Product;Unknown AcMurocHlpr.exe Company;;;
Acorpdvb.exe;DVBPlayer Application;Unknown Acorpdvb.exe Company;;;
acoustic.exe;Acoustic Tray;Philips Consumer Electronics Company;;;
acovcnt.exe;Unknown acovcnt.exe Product;Unknown acovcnt.exe Company;;;
acp2HID.exe;ACP2HID;acer Inc.;;;
acpiman.exe;Unknown acpiman.exe Product;Unknown acpiman.exe Company;;;
AcPrfMgrSvc.exe;Unknown AcPrfMgrSvc.exe Product;Unknown AcPrfMgrSvc.exe Company;;;
AcPrfMgrSvc.exe;Access Connections;Lenovo;;;
AcPrfMgrSvc.exe;ThinkVantage Access Connections;Lenovo;;;
ACPService.exe;Unknown ACPService.exe Product;Unknown ACPService.exe Company;;;
ACQTMAPP.exe;Unknown ACQTMAPP.exe Product;Unknown ACQTMAPP.exe Company;;;
Acrobat Elements.exe;Adobe Acrobat Elements;Adobe Systems Inc.;;;
Acrobat.exe;Adobe Acrobat;Adobe Systems Incorporated;;;
Acrobat.exe;Adobe Acrobat;Adobe Systems Incorporated;;;
Acrobat.exe;Adobe Acrobat;Adobe Systems Incorporated;;;
Acrobat.exe;Adobe Acrobat;Adobe Systems Incorporated;;;
Acrobat.exe;Adobe Acrobat;Adobe Systems Incorporated;;;
Acrobat.exe;Adobe Acrobat;Adobe Systems Incorporated;;;
Acrobat.exe;Adobe Acrobat;Adobe Systems Incorporated;;;
acrobat_sl.exe;Adobe Acrobat;Adobe Systems Incorporated;;;
AcrobatInfo.exe;Adobe Acrobat;Adobe Systems Incorporated;;;
AcrobatInfo.exe;Adobe Acrobat;Adobe Systems Incorporated;;;
acrord.exe;AcroRdWin;MS;;;
AcroRd32.exe;Adobe Reader;Adobe Systems Incorporated;;;
AcroRd32.exe;Adobe Acrobat;Adobe Systems Incorporated;;;
AcroRd32.exe;Adobe Reader;Adobe Systems Incorporated;;;
AcroRd32.exe;Adobe Reader;Adobe Systems Incorporated;;;
AcroRd32.exe;Adobe Reader;Adobe Systems Incorporated;;;
AcroRd32.exe;Adobe Reader;Adobe Systems Incorporated;;;
AcroRd32.exe;Adobe Reader;Adobe Systems Incorporated;;;
AcroRd32.exe;Adobe Reader;Adobe Systems Incorporated;;;
AcroRd32.exe;Adobe Acrobat Reader;Adobe Systems Inc.;;;
AcroRd32.exe;Unknown AcroRd32.exe Product;Unknown AcroRd32.exe Company;;;
AcroRd32.exe;Adobe Reader;Adobe Systems Inc.;;;
AcroRd32.exe;Adobe Acrobat Reader;Adobe Systems Incorporated;;;
AcroRd32.exe;Adobe Reader;Adobe Systems Incorporated;;;
AcroRd32Info.exe;Adobe Reader;Adobe Systems Incorporated;;;
AcroRd32Info.exe;Adobe Reader;Adobe Systems Incorporated;;;
Acroread.exe;PackageForTheWeb Stub;InstallShield Software Corporation;;;
acrotray .exe;Unknown acrotray .exe Product;Unknown acrotray .exe Company;;;
AcroTray.exe;Unknown AcroTray.exe Product;Unknown AcroTray.exe Company;;;
acrotray.exe;AcroTray - Adobe Acrobat Distiller helper application.;Adobe Systems Inc.;;;
AcrylicService.exe;Unknown AcrylicService.exe Product;Unknown AcrylicService.exe Company;;;
acs.exe;Agnitum Outpost Service;Agnitum Ltd.;;;
acs.exe;Unknown acs.exe Product;Unknown acs.exe Company;;;
acs.exe;Atheros Configuration Service (ACS);Atheros;;;
acsagent.exe;ActivClient;ActivIdentity;;;
acsagent.exe;Unknown acsagent.exe Product;Unknown acsagent.exe Company;;;
ACSbkup.exe;Unknown ACSbkup.exe Product;;;;
acsd.exe;AOL Connectivity Service;America Online, Inc.;;;
ACServer.exe;Unknown ACServer.exe Product;Unknown ACServer.exe Company;;;
ACService.exe;ArcSoft Connect;ArcSoft;;;
ACService.exe;ArcSoft Connect;ArcSoft Inc.;;;
AcsService.exe;AXIS Camera Station;Axis Communications AB;;;
ACStealthifySvc.exe;Unknown ACStealthifySvc.exe Product;Unknown ACStealthifySvc.exe Company;;;
AcSvc.exe;Unknown AcSvc.exe Product;Unknown AcSvc.exe Company;;;
AcSvc.exe;ThinkVantage Access Connections;Lenovo;;;
AcSvc.exe;Access Connections;Lenovo;;;
AcSvc.exe;ThinkVantage Access Connections;Lenovo;;;
act.exe;ACT! for Windows;Interact Commerce Corporation;;;
Act.Outlook.Service.exe;Act.Outlook.Service;Sage Software SB, Inc;;;
Act.Outlook.Service.exe;Act.Outlook.Service;Sage Software, Inc.;;;
Act.Scheduler.UI.exe;ACT!;Sage Software, Inc.;;;
Act8.exe;ACT!;Sage Software SB, Inc;;;
actalert.exe;Unknown actalert.exe Product;Unknown actalert.exe Company;;;
ActEmail.exe;Unknown ActEmail.exe Product;Unknown ActEmail.exe Company;;;
ActFor.exe;ActFor.exe;ëåìúñ{àóçü(äî);;;
ActionAgent.exe;OpenManage Client Instrumentation;Dell Computer Corporation;;;
ActiTime_Access.exe;Unknown ActiTime_Access.exe Product;Unknown ActiTime_Access.exe Company;;;
Activate.exe;Inverse IP InSight;Inverse Network Technology;;;
ACTIVATOR.EXE;SecureCRT Activator;VanDyke Software, Inc.;;;
Activator.exe;Unknown Activator.exe Product;Unknown Activator.exe Company;;;
ActivDRVservice.exe;;;;;
ACTIVE~1.EXE;ANSYS Workbench Products;Ansys, Inc.;;;
ACTIVE~1.EXE;Unknown ACTIVE~1.EXE Product;Unknown ACTIVE~1.EXE Company;;;
activecaptions.exe;Unknown activecaptions.exe Product;Unknown activecaptions.exe Company;;;
ActiveHm.exe;Active Home Professional;X10 Wireless Technology, Inc.;;;
ActiveLockServerV2.exe;ActiveLockServerV2;3d-io GmbH;;;
ActivePCOptimizerService.exe;Registry Mum;Weskysoft Inc.;;;
ActiveSMART.exe;ActiveSMART;Ariolic Software, Ltd. (http://www.ariolic.com);;;
activexdebugger32.exe;Microsoft® Windows ® Operating System;Microsoft Corporation;;;
ActivityDisk.ex;SmartSoft ActivityDisk;Iomega Corporation;;;
ActivityDisk.exe;SmartSoft ActivityDisk;Iomega Corporation;;;
activmon.srv;ubique ams;Ubique;;;
ActlBstr.exe;Actual Booster;Loonies Software;;;
ActlBstr.exe;Actual Booster;Loonies Software;;;
ACTLDR.EXE;Unknown ACTLDR.EXE Product;Unknown ACTLDR.EXE Company;;;
ACTool.exe;Unknown ACTool.exe Product;Unknown ACTool.exe Company;;;
ACTray.exe;Unknown ACTray.exe Product;Unknown ACTray.exe Company;;;
ACTray.exe;Access Connections;Lenovo;;;
ACTray.exe;ThinkVantage Access Connections;Lenovo;;;
ACTray.exe;ThinkVantage Access Connections;Lenovo;;;
ACtrl.exe;ROI Agent Controller;Print Control Software;;;
ActServ.exe;ComfortVIEW 3.0;Carrier Corporation;;;
actsrv.exe;Unknown actsrv.exe Product;Unknown actsrv.exe Company;;;
actx.exe;;;;;
actx.exe;Hotsip Active Contacts PC;Hotsip;;;
ACU.exe;ACU;Atheros Communications, Inc.;;;
ACU.exe;ACU;Ekahau, Inc.;;;
ACU.exe;ACU;TRENDnet International, Inc.;;;
ACU.exe;ACU;WLAN Communications, Inc.;;;
ACUMon.exe;Aironet Client Monitor;Cisco Systems, Inc.;;;
acurcl.exe;AcuRCL;Acucorp, Inc.;;;
ACVOPi.exe;Unknown ACVOPi.exe Product;Unknown ACVOPi.exe Company;;;
acWEB5.exe;Eserv;Etype, Honix;;;
ACWLIcon.exe;Access Connections;Lenovo;;;
ACWLIcon.exe;ThinkVantage Access Connections;Lenovo;;;
ACWLIcon.exe;ThinkVantage Access Connections;Lenovo;;;
ACWLIcon.exe;Unknown ACWLIcon.exe Product;Unknown ACWLIcon.exe Company;;;
AD2005.EXE;Unknown AD2005.EXE Product;AD2005;;;
AD2KClient.exe;AD2KClient;Iomega Corporation;;;
AD2KClient.exe;Unknown AD2KClient.exe Product;Unknown AD2KClient.exe Company;;;
AD5A00.EXE;Unknown AD5A00.EXE Product;Unknown AD5A00.EXE Company;;;
AD60A8.EXE;Unknown AD60A8.EXE Product;Unknown AD60A8.EXE Company;;;
AD9E7F.EXE;Unknown AD9E7F.EXE Product;Unknown AD9E7F.EXE Company;;;
ada3.exe;Unknown ada3.exe Product;Unknown ada3.exe Company;;;
adae.exe;Unknown adae.exe Product;Unknown adae.exe Company;;;
ADAgentService.exe;Unknown ADAgentService.exe Product;Unknown ADAgentService.exe Company;;;
adahkbgl.exe;Unknown adahkbgl.exe Product;Unknown adahkbgl.exe Company;;;
adarrest.exe;Ad Arrest;Company;;;
AdAware.exe;Ad-Aware Antivirus;Lavasoft Limited;;;
Ad-Aware.exe;Lavasoft Ad-Aware SE;Lavasoft Sweden;;;
Ad-Aware.exe;Ad-Aware;Lavasoft AB;;;
Ad-Aware.exe;Ad-Aware Application;Lavasoft;;;
Ad-Aware2007.exe;Ad-Aware 2007;Lavasoft AB;;;
Ad-Aware2007.exe;Ad-Aware 2007 Pro;Lavasoft AB;;;
Ad-AwareAdmin.exe;Ad-Aware Admin Application;Lavasoft;;;
Ad-AwareAE.exe;Unknown Ad-AwareAE.exe Product;Lavasoft;;;
adawarebp.exe;Anti-phishing Domain Advisor;Lavasoft;;;
AdAwareService.exe;Ad-Aware Antivirus Service;Lavasoft Limited;;;
adb.exe;Unknown adb.exe Product;Unknown adb.exe Company;;;
ADB.EXE;Zetafax;EQUISYS plc;;;
AdbeRdr60_ita_full.exe;Netopsystems FEAD Recomposer;Netopsystems AG;;;
AdbeRdr812_es_ES.exe;NOSSO(R);Unknown AdbeRdr812_es_ES.exe Company;;;
AdBlocker.exe;Ad Blocker of Tweak-XP;Totalidea Software, Germany, New Zealand;;;
AdBlocker.exe;;;;;
ADBSERV.EXE;RVS-COM;RVS Datentechnik GmbH, Munich;;;
AdbUpdate.exe;Unknown AdbUpdate.exe Product;Unknown AdbUpdate.exe Company;;;
ADBUST~1.EXE;AdBusterServer Module;GoGoData.com;;;
adc.exe;Microsoft Exchange;Microsoft Corporation;;;
ADC.exe;Active Desktop Calendar Application;XemiComputers ltd.;;;
adc4skype.exe;WiSPA Audio Device Changer for Skype;Wispa Limited;;;
ADCDLicSvc.exe;Unknown ADCDLicSvc.exe Product;Unknown ADCDLicSvc.exe Company;;;
ADCDLicSvc.exe;Autodata Limited License Service;Autodata Limited;;;
ADCDLicSvc.exe;Unknown ADCDLicSvc.exe Product;Unknown ADCDLicSvc.exe Company;;;
Add.exe;iSeven;Opera Software;;;
AddInMon.exe;Micro Eye AddIn Monitor;Micro Eye, Inc.;;;
AddonsHelper.exe;Unknown AddonsHelper.exe Product;Unknown AddonsHelper.exe Company;;;
addrem.exe;Unknown addrem.exe Product;Unknown addrem.exe Company;;;
ADeck.exe;Vinyl Deck;VIA Technologies, Inc.;;;
ADeck.exe;ADeck Application;VIA Technologies, Inc.;;;
ADEFRA~1.EXE;Ashampoo Magic Defrag;Unknown ADEFRA~1.EXE Company;;;
aDefragCtrl.exe;Ashampoo Magical Defrag;Unknown aDefragCtrl.exe Company;;;
aDefragCtrl.exe;Ashampoo Magic Defrag;Unknown aDefragCtrl.exe Company;;;
aDefragService.exe;Ashampoo Magic Defrag;Unknown aDefragService.exe Company;;;
aDefragService.exe;Ashampoo Magical Defrag;Unknown aDefragService.exe Company;;;
aDefragService.exe;Ashampoo Magical Defrag 2;Unknown aDefragService.exe Company;;;
AdFree.exe;AdFree;Mike Foley (foley@ucsd.edu);;;
ADFTAAUP.exe;Unknown ADFTAAUP.exe Product;Unknown ADFTAAUP.exe Company;;;
ADGJDet.exe;HdPhDetector Application;Unknown ADGJDet.exe Company;;;
adhelper.exe;Audible Download Manager 5.0.0.30;Audible, Inc.;;;
adiras.exe;adiras Application;Unknown adiras.exe Company;;;
adirka.exe;Unknown adirka.exe Product;Unknown adirka.exe Company;;;
adirss.exe;Unknown adirss.exe Product;Unknown adirss.exe Company;;;
ADJUST~1.EXE;AdjustServiceSecurity;Madison Media Software, Inc.;;;
ADLSched.exe;ADLSched;NewsStand, Inc.;;;
adm.exe;Acronis Drive Monitor;Acronis;;;
adm4005.exe;ADM;Altnet;;;
Admin.exe;Alchemy Network Inventory;M.I.S.Helpers;;;
Admin.exe;NetDisk;XIMETA, Inc.;;;
Admin.exe;Unknown Admin.exe Product;Unknown Admin.exe Company;;;
AdminService.exe;Unknown AdminService.exe Product;Unknown AdminService.exe Company;;;
adminsvc.exe;GMX Update;hablamax;;;
adminsvcff.exe;GMX Firefox Update;hablamax;;;
ADMonitor.exe;ADMonito Application;Unknown ADMonitor.exe Company;;;
admServ.exe;Unknown admServ.exe Product;Unknown admServ.exe Company;;;
admServ.exe;Acer Empowering framework;Avocent Inc.;;;
admsrvc.exe;Unknown admsrvc.exe Product;Unknown admsrvc.exe Company;;;
admtray.exe;Acer Empowering framework;Avocent Inc.;;;
AdMunch.exe;Unknown AdMunch.exe Product;Unknown AdMunch.exe Company;;;
AdMunch.exe;Ad Muncher;Murray Hurps Corp Pty Ltd;;;
Adobe AIR Application Installer.exe;Unknown Adobe AIR Application Installer.exe Product;Adobe Systems Inc.;;;
Adobe AIR Updater.exe;Adobe AIR 1.5.2;Adobe Systems Inc.;;;
Adobe Gamma Loader.exe;AdobeMANAGER;Adobe Corporation;;;
Adobe Gamma Loader.exe;Unknown Adobe Gamma Loader.exe Product;Unknown Adobe Gamma Loader.exe Company;;;
Adobe Gamma Loader.exe;Project1;Unknown Adobe Gamma Loader.exe Company;;;
Adobe Media Player.exe;Unknown Adobe Media Player.exe Product;Unknown Adobe Media Player.exe Company;;;
Adobe Premiere Elements.exe;Adobe Premiere Elements;Adobe Systems Incorporated;;;
Adobe Premiere Elements.exe;Adobe Premiere Elements;Adobe Systems Incorporated;;;
Adobe update.com;Unknown Adobe update.com Product;Unknown Adobe update.com Company;;;
Adobe_Updater.exe;Adobe Updater;Adobe Systems Incorporated;;;
Adobe4.exe;Unknown Adobe4.exe Product;Unknown Adobe4.exe Company;;;
AdobeARM.exe;Adobe Reader and Acrobat Manager;Adobe Systems Incorporated;;;
AdobeCaptivate.exe;Adobe Captivate;Adobe Systems, Inc.;;;
AdobeCollabSync.exe;Unknown AdobeCollabSync.exe Product;Adobe Systems Incorporated;;;
AdobeDownloadManager.exe;Adobe Systems AdobeDownloadManager;Adobe Systems;;;
Adobelm_Cleanup.0001;Macrovision Europe Ltd. Cleanup;Macrovision Europe Ltd.;;;
Adobelm_Cleanup.0001;Unknown Adobelm_Cleanup.0001 Product;Unknown Adobelm_Cleanup.0001 Company;;;
Adobelmsvc.exe;Adobe LM Service;Adobe Systems Inc.;;;
Adobelmsvc.exe;Unknown Adobelmsvc.exe Product;Unknown Adobelmsvc.exe Company;;;
adobemgr.exe;Updatz 1.0;DoIt Inc;;;
AdobeUpdateManager.exe;Adobe Update Manager;Adobe Systems Incorporated;;;
AdobeUpdater.exe;Adobe Updater;Adobe Systems Incorporated;;;
AdobeUpdater.exe;Unknown AdobeUpdater.exe Product;Unknown AdobeUpdater.exe Company;;;
Adparatus.exe;Adparatus;Market Precision, Inc;;;
AdpeakProxy.exe;AdpeakProxy.exe;Adpeak, Inc.;;;
Adperform180saf;Media Gateway;Unknown Adperform180saf Company;;;
adprot.exe;ADPROT;ASU;;;
adqmp.exe;Unknown adqmp.exe Product;Unknown adqmp.exe Company;;;
